fecha,hora_del_dia,mes,produccion_w,consumo_w,balance_w,bateria_soc_pct,temp_exterior,consumo_agua_lh,nivel_agua_litres,nivel_agua_pct
2023-01-02 15:00:00,15,1,1109.31,485.85,623.46,20.29,22.9,3.09,0.0,0.0
2023-01-02 16:00:00,16,1,900.58,413.11,487.47,21.08,26.2,3.95,0.0,0.0
2023-01-02 17:00:00,17,1,580.43,448.02,132.41,21.29,23.7,3.31,0.0,0.0
2023-01-02 18:00:00,18,1,241.22,673.22,-432.0,20.59,21.1,3.56,0.0,0.0
2023-01-02 19:00:00,19,1,0,2617.33,-2617.33,16.37,21.8,3.54,0.0,0.0
2023-01-02 20:00:00,20,1,0,2821.75,-2821.75,11.82,21.0,22.3,0.0,0.0
2023-01-02 21:00:00,21,1,0,1823.31,-1823.31,8.88,15.8,28.46,0.0,0.0
2023-01-02 22:00:00,22,1,0,1493.37,-1493.37,6.47,18.7,34.31,0.0,0.0
2023-01-02 23:00:00,23,1,0,714.85,-714.85,5.32,11.5,1.5,0.0,0.0
2023-01-03 00:00:00,0,1,0,504.62,-504.62,5.0,10.9,1.12,0.0,0.0
2023-01-03 01:00:00,1,1,0,575.61,-575.61,5.0,14.0,4.42,0.0,0.0
2023-01-03 02:00:00,2,1,0,520.76,-520.76,5.0,12.9,4.92,0.0,0.0
2023-01-03 03:00:00,3,1,0,510.04,-510.04,5.0,14.1,1.98,0.0,0.0
2023-01-03 04:00:00,4,1,0,429.52,-429.52,5.0,18.3,2.18,0.0,0.0
2023-01-03 05:00:00,5,1,0,245.59,-245.59,5.0,19.2,1.41,0.0,0.0
2023-01-03 06:00:00,6,1,0,455.06,-455.06,5.0,15.8,1.03,0.0,0.0
2023-01-03 07:00:00,7,1,0,2364.14,-2364.14,5.0,19.1,47.08,0.0,0.0
2023-01-03 08:00:00,8,1,172.76,2141.64,-1968.88,5.0,19.9,35.05,0.0,0.0
2023-01-03 09:00:00,9,1,600.46,1719.02,-1118.56,5.0,19.7,33.42,0.0,0.0
2023-01-03 10:00:00,10,1,799.4,444.22,355.18,5.57,22.8,4.35,0.0,0.0
2023-01-03 11:00:00,11,1,1238.22,464.52,773.7,6.82,23.5,3.06,0.0,0.0
2023-01-03 12:00:00,12,1,1465.17,518.4,946.77,8.35,23.9,4.05,0.0,0.0
2023-01-03 13:00:00,13,1,280.44,532.59,-252.15,7.94,25.7,4.42,0.0,0.0
2023-01-03 14:00:00,14,1,1436.47,438.27,998.19,9.55,26.2,2.12,0.0,0.0
2023-01-03 15:00:00,15,1,1108.86,622.45,486.41,10.34,26.0,3.24,0.0,0.0
2023-01-03 16:00:00,16,1,136.96,669.16,-532.2,9.48,20.2,1.14,0.0,0.0
2023-01-03 17:00:00,17,1,105.23,345.69,-240.46,9.09,21.1,3.65,0.0,0.0
2023-01-03 18:00:00,18,1,385.02,702.07,-317.05,8.58,21.1,2.77,0.0,0.0
2023-01-03 19:00:00,19,1,93.96,2309.12,-2215.16,5.01,19.0,3.75,0.0,0.0
2023-01-03 20:00:00,20,1,0,1912.16,-1912.16,5.0,19.6,23.94,0.0,0.0
2023-01-03 21:00:00,21,1,0,2390.09,-2390.09,5.0,18.0,23.4,0.0,0.0
2023-01-03 22:00:00,22,1,0,2130.74,-2130.74,5.0,15.4,24.45,0.0,0.0
2023-01-03 23:00:00,23,1,0,466.71,-466.71,5.0,14.0,1.5,0.0,0.0
2023-01-04 00:00:00,0,1,0,265.83,-265.83,5.0,10.0,2.57,0.0,0.0
2023-01-04 01:00:00,1,1,0,483.64,-483.64,5.0,14.6,4.12,0.0,0.0
2023-01-04 02:00:00,2,1,0,669.36,-669.36,5.0,11.9,4.66,0.0,0.0
2023-01-04 03:00:00,3,1,0,524.19,-524.19,5.0,6.8,1.79,0.0,0.0
2023-01-04 04:00:00,4,1,0,320.61,-320.61,5.0,15.4,3.98,0.0,0.0
2023-01-04 05:00:00,5,1,0,378.71,-378.71,5.0,16.7,1.32,0.0,0.0
2023-01-04 06:00:00,6,1,0,487.39,-487.39,5.0,16.9,3.31,0.0,0.0
2023-01-04 07:00:00,7,1,0,2379.35,-2379.35,5.0,14.4,28.19,0.0,0.0
2023-01-04 08:00:00,8,1,261.78,2377.62,-2115.83,5.0,17.5,48.35,0.0,0.0
2023-01-04 09:00:00,9,1,551.07,2621.63,-2070.56,5.0,20.1,36.35,0.0,0.0
2023-01-04 10:00:00,10,1,843.43,540.67,302.76,5.49,20.2,2.17,0.0,0.0
2023-01-04 11:00:00,11,1,1172.05,452.98,719.07,6.65,22.2,2.79,0.0,0.0
2023-01-04 12:00:00,12,1,1367.96,569.03,798.93,7.94,20.1,3.59,0.0,0.0
2023-01-04 13:00:00,13,1,269.06,616.4,-347.34,7.38,25.9,3.44,0.0,0.0
2023-01-04 14:00:00,14,1,1488.21,726.89,761.32,8.6,28.9,3.91,0.0,0.0
2023-01-04 15:00:00,15,1,1222.93,518.26,704.67,9.74,24.6,4.07,0.0,0.0
2023-01-04 16:00:00,16,1,893.53,473.1,420.43,10.42,20.9,1.78,0.0,0.0
2023-01-04 17:00:00,17,1,697.35,653.91,43.44,10.49,22.5,1.0,0.0,0.0
2023-01-04 18:00:00,18,1,43.5,454.38,-410.88,9.83,19.7,3.57,0.0,0.0
2023-01-04 19:00:00,19,1,39.24,2029.87,-1990.63,6.62,16.9,1.7,0.0,0.0
2023-01-04 20:00:00,20,1,0,2186.09,-2186.09,5.0,19.3,33.5,0.0,0.0
2023-01-04 21:00:00,21,1,0,1543.7,-1543.7,5.0,17.5,26.66,0.0,0.0
2023-01-04 22:00:00,22,1,0,1528.18,-1528.18,5.0,15.8,22.96,0.0,0.0
2023-01-04 23:00:00,23,1,0,384.02,-384.02,5.0,14.7,1.53,0.0,0.0
2023-01-05 00:00:00,0,1,0,359.65,-359.65,5.0,10.0,3.75,0.0,0.0
2023-01-05 01:00:00,1,1,0,399.93,-399.93,5.0,9.3,2.1,0.0,0.0
2023-01-05 02:00:00,2,1,0,269.17,-269.17,5.0,17.0,4.9,0.0,0.0
2023-01-05 03:00:00,3,1,0,540.61,-540.61,5.0,16.0,2.27,0.0,0.0
2023-01-05 04:00:00,4,1,0,403.09,-403.09,5.0,16.7,4.12,0.0,0.0
2023-01-05 05:00:00,5,1,0,281.75,-281.75,5.0,16.4,1.85,0.0,0.0
2023-01-05 06:00:00,6,1,0,447.06,-447.06,5.0,16.8,2.8,0.0,0.0
2023-01-05 07:00:00,7,1,32.46,2280.8,-2248.34,5.0,20.9,34.96,0.0,0.0
2023-01-05 08:00:00,8,1,334.57,1518.07,-1183.51,5.0,16.3,42.12,0.0,0.0
2023-01-05 09:00:00,9,1,71.8,1285.19,-1213.39,5.0,16.0,37.07,0.0,0.0
2023-01-05 10:00:00,10,1,860.09,676.68,183.41,5.3,20.5,2.32,0.0,0.0
2023-01-05 11:00:00,11,1,1250.66,539.27,711.39,6.44,23.3,2.59,0.0,0.0
2023-01-05 12:00:00,12,1,1527.24,538.18,989.06,8.04,22.6,2.42,0.0,0.0
2023-01-05 13:00:00,13,1,1736.88,554.43,1182.45,9.95,21.6,1.51,0.0,0.0
2023-01-05 14:00:00,14,1,1522.88,629.53,893.35,11.39,27.7,3.67,0.0,0.0
2023-01-05 15:00:00,15,1,1261.36,716.17,545.19,12.27,23.6,4.94,0.0,0.0
2023-01-05 16:00:00,16,1,954.51,457.57,496.94,13.07,24.7,1.33,0.0,0.0
2023-01-05 17:00:00,17,1,559.33,501.18,58.15,13.16,21.1,4.64,0.0,0.0
2023-01-05 18:00:00,18,1,244.11,498.88,-254.78,12.75,23.6,3.07,0.0,0.0
2023-01-05 19:00:00,19,1,0,1387.69,-1387.69,10.51,18.5,4.78,0.0,0.0
2023-01-05 20:00:00,20,1,0,1642.55,-1642.55,7.86,18.0,29.81,0.0,0.0
2023-01-05 21:00:00,21,1,0,1236.84,-1236.84,5.87,16.7,25.18,0.0,0.0
2023-01-05 22:00:00,22,1,0,1989.21,-1989.21,5.0,16.1,15.96,0.0,0.0
2023-01-05 23:00:00,23,1,0,297.31,-297.31,5.0,15.2,3.07,0.0,0.0
2023-01-06 00:00:00,0,1,0,519.79,-519.79,5.0,14.3,4.39,0.0,0.0
2023-01-06 01:00:00,1,1,0,417.62,-417.62,5.0,8.3,2.3,0.0,0.0
2023-01-06 02:00:00,2,1,0,674.58,-674.58,5.0,13.7,2.82,0.0,0.0
2023-01-06 03:00:00,3,1,0,509.25,-509.25,5.0,14.8,3.79,0.0,0.0
2023-01-06 04:00:00,4,1,0,405.86,-405.86,5.0,15.2,4.65,0.0,0.0
2023-01-06 05:00:00,5,1,0,565.48,-565.48,5.0,12.1,3.3,0.0,0.0
2023-01-06 06:00:00,6,1,0,614.61,-614.61,5.0,15.7,2.17,0.0,0.0
2023-01-06 07:00:00,7,1,54.73,2164.28,-2109.54,5.0,14.3,33.4,0.0,0.0
2023-01-06 08:00:00,8,1,352.63,2692.91,-2340.27,5.0,20.0,39.16,0.0,0.0
2023-01-06 09:00:00,9,1,627.58,1842.97,-1215.39,5.0,20.1,32.54,0.0,0.0
2023-01-06 10:00:00,10,1,954.8,652.35,302.44,5.49,21.4,2.86,0.0,0.0
2023-01-06 11:00:00,11,1,1229.67,557.33,672.34,6.57,25.3,1.68,0.0,0.0
2023-01-06 12:00:00,12,1,1445.42,345.04,1100.38,8.35,23.0,1.64,0.0,0.0
2023-01-06 13:00:00,13,1,1757.35,648.94,1108.41,10.13,20.5,2.4,0.0,0.0
2023-01-06 14:00:00,14,1,1535.5,578.51,956.99,11.68,22.0,4.7,0.0,0.0
2023-01-06 15:00:00,15,1,1336.83,669.23,667.59,12.76,23.7,1.61,0.0,0.0
2023-01-06 16:00:00,16,1,939.4,659.71,279.69,13.21,23.4,3.82,0.0,0.0
2023-01-06 17:00:00,17,1,704.14,512.38,191.76,13.52,22.0,2.72,0.0,0.0
2023-01-06 18:00:00,18,1,292.12,391.17,-99.04,13.36,21.6,3.89,0.0,0.0
2023-01-06 19:00:00,19,1,0,2166.87,-2166.87,9.86,20.2,2.27,0.0,0.0
2023-01-06 20:00:00,20,1,0,1960.08,-1960.08,6.7,20.1,21.77,0.0,0.0
2023-01-06 21:00:00,21,1,0,1360.68,-1360.68,5.0,15.2,24.41,0.0,0.0
2023-01-06 22:00:00,22,1,0,1996.51,-1996.51,5.0,20.6,32.1,0.0,0.0
2023-01-06 23:00:00,23,1,0,507.17,-507.17,5.0,20.2,4.08,0.0,0.0
2023-01-07 00:00:00,0,1,0,678.53,-678.53,5.0,9.9,3.74,0.0,0.0
2023-01-07 01:00:00,1,1,0,534.97,-534.97,5.0,13.7,4.52,0.0,0.0
2023-01-07 02:00:00,2,1,0,560.97,-560.97,5.0,12.0,4.45,0.0,0.0
2023-01-07 03:00:00,3,1,0,481.54,-481.54,5.0,13.7,1.57,0.0,0.0
2023-01-07 04:00:00,4,1,0,296.48,-296.48,5.0,17.0,2.38,0.0,0.0
2023-01-07 05:00:00,5,1,0,584.13,-584.13,5.0,14.8,4.35,0.0,0.0
2023-01-07 06:00:00,6,1,0,615.54,-615.54,5.0,17.0,3.96,0.0,0.0
2023-01-07 07:00:00,7,1,52.33,2730.82,-2678.49,5.0,15.8,47.14,0.0,0.0
2023-01-07 08:00:00,8,1,274.51,2027.46,-1752.95,5.0,18.0,38.56,0.0,0.0
2023-01-07 09:00:00,9,1,587.0,2687.2,-2100.19,5.0,17.6,49.66,0.0,0.0
2023-01-07 10:00:00,10,1,933.2,338.03,595.17,5.96,23.8,4.56,0.0,0.0
2023-01-07 11:00:00,11,1,1167.7,373.63,794.07,7.24,22.7,2.4,0.0,0.0
2023-01-07 12:00:00,12,1,1579.97,424.08,1155.89,9.11,23.2,2.25,0.0,0.0
2023-01-07 13:00:00,13,1,1826.82,389.96,1436.86,11.42,25.1,1.62,0.0,0.0
2023-01-07 14:00:00,14,1,1507.93,606.64,901.29,12.88,25.6,4.62,0.0,0.0
2023-01-07 15:00:00,15,1,1177.94,507.96,669.98,13.96,25.4,3.48,0.0,0.0
2023-01-07 16:00:00,16,1,901.89,506.67,395.22,14.59,18.7,1.73,0.0,0.0
2023-01-07 17:00:00,17,1,493.69,618.54,-124.85,14.39,20.5,1.94,0.0,0.0
2023-01-07 18:00:00,18,1,192.25,681.64,-489.39,13.6,19.0,3.04,0.0,0.0
2023-01-07 19:00:00,19,1,0,2130.07,-2130.07,10.17,21.9,2.16,0.0,0.0
2023-01-07 20:00:00,20,1,0,2337.8,-2337.8,6.4,19.0,24.21,0.0,0.0
2023-01-07 21:00:00,21,1,0,1960.2,-1960.2,5.0,20.5,29.43,0.0,0.0
2023-01-07 22:00:00,22,1,0,2502.01,-2502.01,5.0,17.3,34.21,0.0,0.0
2023-01-07 23:00:00,23,1,0,694.93,-694.93,5.0,16.5,1.44,0.0,0.0
2023-01-08 00:00:00,0,1,0,581.86,-581.86,5.0,11.1,3.46,0.0,0.0
2023-01-08 01:00:00,1,1,0,633.68,-633.68,5.0,10.3,3.1,0.0,0.0
2023-01-08 02:00:00,2,1,0,556.73,-556.73,5.0,13.3,4.65,0.0,0.0
2023-01-08 03:00:00,3,1,0,606.89,-606.89,5.0,17.6,1.62,0.0,0.0
2023-01-08 04:00:00,4,1,0,501.6,-501.6,5.0,9.4,1.5,0.0,0.0
2023-01-08 05:00:00,5,1,0,468.03,-468.03,5.0,13.5,1.75,0.0,0.0
2023-01-08 06:00:00,6,1,0,418.41,-418.41,5.0,17.6,3.88,0.0,0.0
2023-01-08 07:00:00,7,1,0,2413.58,-2413.58,5.0,20.8,24.77,0.0,0.0
2023-01-08 08:00:00,8,1,324.85,2757.94,-2433.09,5.0,17.8,31.22,0.0,0.0
2023-01-08 09:00:00,9,1,629.0,1429.51,-800.51,5.0,19.4,41.95,0.0,0.0
2023-01-08 10:00:00,10,1,974.41,312.72,661.69,6.07,20.0,4.62,0.0,0.0
2023-01-08 11:00:00,11,1,1147.61,635.78,511.83,6.89,21.1,4.85,0.0,0.0
2023-01-08 12:00:00,12,1,1400.94,442.46,958.48,8.44,21.3,2.12,0.0,0.0
2023-01-08 13:00:00,13,1,1759.61,344.8,1414.81,10.72,26.2,4.78,0.0,0.0
2023-01-08 14:00:00,14,1,1485.21,658.41,826.81,12.05,23.3,3.5,0.0,0.0
2023-01-08 15:00:00,15,1,1093.61,588.94,504.67,12.87,21.8,1.96,0.0,0.0
2023-01-08 16:00:00,16,1,909.05,378.36,530.68,13.72,23.7,4.75,0.0,0.0
2023-01-08 17:00:00,17,1,603.16,533.03,70.13,13.84,21.5,1.36,0.0,0.0
2023-01-08 18:00:00,18,1,346.45,281.21,65.24,13.94,20.6,1.3,0.0,0.0
2023-01-08 19:00:00,19,1,0,2366.73,-2366.73,10.13,21.3,1.81,0.0,0.0
2023-01-08 20:00:00,20,1,0,2293.77,-2293.77,6.43,17.9,27.28,0.0,0.0
2023-01-08 21:00:00,21,1,0,2180.99,-2180.99,5.0,18.6,20.94,0.0,0.0
2023-01-08 22:00:00,22,1,0,1868.91,-1868.91,5.0,19.0,17.98,0.0,0.0
2023-01-08 23:00:00,23,1,0,315.28,-315.28,5.0,14.6,2.93,0.0,0.0
2023-01-09 00:00:00,0,1,0,744.77,-744.77,5.0,13.0,2.99,0.0,0.0
2023-01-09 01:00:00,1,1,0,469.1,-469.1,5.0,13.0,3.56,0.0,0.0
2023-01-09 02:00:00,2,1,0,795.13,-795.13,5.0,17.1,4.92,0.0,0.0
2023-01-09 03:00:00,3,1,0,619.13,-619.13,5.0,15.5,4.46,0.0,0.0
2023-01-09 04:00:00,4,1,0,590.5,-590.5,5.0,17.9,2.26,0.0,0.0
2023-01-09 05:00:00,5,1,0,537.38,-537.38,5.0,20.1,3.31,0.0,0.0
2023-01-09 06:00:00,6,1,0,569.82,-569.82,5.0,17.7,4.2,0.0,0.0
2023-01-09 07:00:00,7,1,0,1356.54,-1356.54,5.0,15.3,27.79,0.0,0.0
2023-01-09 08:00:00,8,1,320.23,1534.93,-1214.7,5.0,22.5,49.4,0.0,0.0
2023-01-09 09:00:00,9,1,597.76,2783.63,-2185.87,5.0,19.2,46.79,0.0,0.0
2023-01-09 10:00:00,10,1,929.98,350.11,579.87,5.94,21.0,3.56,0.0,0.0
2023-01-09 11:00:00,11,1,1205.98,610.74,595.24,6.9,25.4,3.79,0.0,0.0
2023-01-09 12:00:00,12,1,1494.31,243.92,1250.39,8.91,21.3,3.37,0.0,0.0
2023-01-09 13:00:00,13,1,1703.02,527.65,1175.37,10.81,26.1,2.02,0.0,0.0
2023-01-09 14:00:00,14,1,1461.64,398.76,1062.89,12.52,24.9,4.93,0.0,0.0
2023-01-09 15:00:00,15,1,1200.96,658.66,542.3,13.4,23.7,2.08,0.0,0.0
2023-01-09 16:00:00,16,1,969.49,494.13,475.36,14.16,22.2,3.36,0.0,0.0
2023-01-09 17:00:00,17,1,659.8,298.79,361.01,14.75,22.3,2.35,0.0,0.0
2023-01-09 18:00:00,18,1,279.4,426.08,-146.68,14.51,18.8,3.69,0.0,0.0
2023-01-09 19:00:00,19,1,45.8,1458.1,-1412.3,12.23,19.2,4.31,0.0,0.0
2023-01-09 20:00:00,20,1,0,2102.9,-2102.9,8.84,19.7,31.53,0.0,0.0
2023-01-09 21:00:00,21,1,0,2766.49,-2766.49,5.0,20.0,20.12,0.0,0.0
2023-01-09 22:00:00,22,1,0,2048.39,-2048.39,5.0,14.5,33.19,0.0,0.0
2023-01-09 23:00:00,23,1,0,632.95,-632.95,5.0,14.1,2.4,0.0,0.0
2023-01-10 00:00:00,0,1,0,567.08,-567.08,5.0,11.3,2.01,0.0,0.0
2023-01-10 01:00:00,1,1,0,524.14,-524.14,5.0,9.1,5.0,0.0,0.0
2023-01-10 02:00:00,2,1,0,581.15,-581.15,5.0,12.0,4.58,0.0,0.0
2023-01-10 03:00:00,3,1,0,289.42,-289.42,5.0,16.0,2.02,0.0,0.0
2023-01-10 04:00:00,4,1,0,475.8,-475.8,5.0,15.1,4.23,0.0,0.0
2023-01-10 05:00:00,5,1,0,751.83,-751.83,5.0,19.3,1.55,0.0,0.0
2023-01-10 06:00:00,6,1,0,683.84,-683.84,5.0,16.4,2.33,0.0,0.0
2023-01-10 07:00:00,7,1,0,1889.6,-1889.6,5.0,14.3,45.23,0.0,0.0
2023-01-10 08:00:00,8,1,333.73,2716.92,-2383.19,5.0,16.9,31.01,0.0,0.0
2023-01-10 09:00:00,9,1,541.84,1588.21,-1046.37,5.0,20.8,49.87,0.0,0.0
2023-01-10 10:00:00,10,1,979.5,493.58,485.92,5.78,22.0,3.45,0.0,0.0
2023-01-10 11:00:00,11,1,1196.17,461.44,734.73,6.97,19.1,1.04,0.0,0.0
2023-01-10 12:00:00,12,1,228.69,597.52,-368.84,6.37,25.7,4.44,0.0,0.0
2023-01-10 13:00:00,13,1,1892.73,496.33,1396.4,8.63,24.3,1.44,0.0,0.0
2023-01-10 14:00:00,14,1,1431.67,634.22,797.45,9.91,21.4,1.78,0.0,0.0
2023-01-10 15:00:00,15,1,1096.91,574.48,522.43,10.75,26.3,4.84,0.0,0.0
2023-01-10 16:00:00,16,1,899.76,341.36,558.4,11.66,21.4,1.32,0.0,0.0
2023-01-10 17:00:00,17,1,599.12,551.33,47.79,11.73,21.0,2.02,0.0,0.0
2023-01-10 18:00:00,18,1,38.85,615.69,-576.84,10.8,21.6,4.39,0.0,0.0
2023-01-10 19:00:00,19,1,74.55,2404.66,-2330.11,7.04,19.6,4.34,0.0,0.0
2023-01-10 20:00:00,20,1,0,1471.18,-1471.18,5.0,18.5,24.2,0.0,0.0
2023-01-10 21:00:00,21,1,0,2767.84,-2767.84,5.0,18.0,29.27,0.0,0.0
2023-01-10 22:00:00,22,1,0,2485.66,-2485.66,5.0,21.8,15.25,0.0,0.0
2023-01-10 23:00:00,23,1,0,755.41,-755.41,5.0,16.2,1.47,0.0,0.0
2023-01-11 00:00:00,0,1,0,316.18,-316.18,5.0,12.2,3.51,0.0,0.0
2023-01-11 01:00:00,1,1,0,660.74,-660.74,5.0,12.7,4.16,0.0,0.0
2023-01-11 02:00:00,2,1,0,641.11,-641.11,5.0,11.4,2.78,0.0,0.0
2023-01-11 03:00:00,3,1,0,299.71,-299.71,5.0,16.2,2.92,0.0,0.0
2023-01-11 04:00:00,4,1,0,668.42,-668.42,5.0,17.2,1.98,0.0,0.0
2023-01-11 05:00:00,5,1,0,448.58,-448.58,5.0,17.5,3.4,0.0,0.0
2023-01-11 06:00:00,6,1,0,457.16,-457.16,5.0,15.6,3.45,0.0,0.0
2023-01-11 07:00:00,7,1,0,2308.55,-2308.55,5.0,21.2,47.85,0.0,0.0
2023-01-11 08:00:00,8,1,318.71,2050.01,-1731.3,5.0,19.6,42.91,0.0,0.0
2023-01-11 09:00:00,9,1,571.56,1652.2,-1080.65,5.0,19.1,28.31,0.0,0.0
2023-01-11 10:00:00,10,1,904.92,478.21,426.71,5.69,24.1,2.59,0.0,0.0
2023-01-11 11:00:00,11,1,1213.96,364.94,849.02,7.06,20.0,2.19,0.0,0.0
2023-01-11 12:00:00,12,1,1556.25,360.59,1195.66,8.99,22.5,1.3,0.0,0.0
2023-01-11 13:00:00,13,1,1759.11,331.56,1427.55,11.29,22.7,2.03,0.0,0.0
2023-01-11 14:00:00,14,1,1521.53,412.44,1109.08,13.08,26.6,4.5,0.0,0.0
2023-01-11 15:00:00,15,1,1162.39,393.81,768.58,14.32,26.3,3.48,0.0,0.0
2023-01-11 16:00:00,16,1,853.82,416.85,436.97,15.02,18.7,2.17,0.0,0.0
2023-01-11 17:00:00,17,1,639.5,405.54,233.95,15.4,25.5,4.26,0.0,0.0
2023-01-11 18:00:00,18,1,410.01,468.37,-58.36,15.31,20.0,4.13,0.0,0.0
2023-01-11 19:00:00,19,1,26.08,1536.52,-1510.44,12.87,18.8,3.77,0.0,0.0
2023-01-11 20:00:00,20,1,0,1690.29,-1690.29,10.14,19.8,16.53,0.0,0.0
2023-01-11 21:00:00,21,1,0,1925.55,-1925.55,7.04,19.7,25.45,0.0,0.0
2023-01-11 22:00:00,22,1,0,1957.29,-1957.29,5.0,15.2,24.11,0.0,0.0
2023-01-11 23:00:00,23,1,0,554.19,-554.19,5.0,15.3,1.15,0.0,0.0
2023-01-12 00:00:00,0,1,0,714.74,-714.74,5.0,13.2,2.05,0.0,0.0
2023-01-12 01:00:00,1,1,0,481.16,-481.16,5.0,10.2,3.11,0.0,0.0
2023-01-12 02:00:00,2,1,0,522.29,-522.29,5.0,13.6,4.39,0.0,0.0
2023-01-12 03:00:00,3,1,0,500.89,-500.89,5.0,15.8,4.86,0.0,0.0
2023-01-12 04:00:00,4,1,0,634.47,-634.47,5.0,15.8,1.59,0.0,0.0
2023-01-12 05:00:00,5,1,0,607.59,-607.59,5.0,15.8,4.27,0.0,0.0
2023-01-12 06:00:00,6,1,0,504.37,-504.37,5.0,17.1,2.21,0.0,0.0
2023-01-12 07:00:00,7,1,4.77,2490.84,-2486.07,5.0,19.3,32.01,0.0,0.0
2023-01-12 08:00:00,8,1,338.24,2385.51,-2047.27,5.0,19.1,37.31,0.0,0.0
2023-01-12 09:00:00,9,1,636.72,2734.91,-2098.19,5.0,20.2,35.26,0.0,0.0
2023-01-12 10:00:00,10,1,886.7,679.02,207.67,5.33,20.6,2.88,0.0,0.0
2023-01-12 11:00:00,11,1,1166.51,718.83,447.68,6.06,23.6,3.27,0.0,0.0
2023-01-12 12:00:00,12,1,1538.71,543.61,995.1,7.66,20.3,1.05,0.0,0.0
2023-01-12 13:00:00,13,1,1864.01,667.62,1196.39,9.59,22.5,2.86,0.0,0.0
2023-01-12 14:00:00,14,1,1563.88,481.21,1082.67,11.34,22.4,2.22,0.0,0.0
